record_id,customer_id,region_id,group,segment,contact_date,converted,conversion_window_end_date,source_file
2026q2-conv-0200,2026q2-seoul-treatment-0200,seoul,treatment,tourist,2026-06-13,N,2026-06-20,pilot_conversion_2026q2.csv
2026q2-conv-0201,2026q2-seoul-treatment-0201,seoul,treatment,tourist,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
2026q2-conv-0202,2026q2-seoul-treatment-0202,seoul,treatment,domestic,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0203,2026q2-seoul-treatment-0203,seoul,treatment,domestic,2026-05-21,N,2026-05-28,pilot_conversion_2026q2.csv
2026q2-conv-0204,2026q2-seoul-treatment-0204,seoul,treatment,domestic,2026-05-20,N,2026-05-27,pilot_conversion_2026q2.csv
2026q2-conv-0205,2026q2-seoul-treatment-0205,seoul,treatment,domestic,2026-05-03,N,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0206,2026q2-seoul-treatment-0206,seoul,treatment,tourist,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0207,2026q2-seoul-treatment-0207,seoul,treatment,domestic,2026-05-15,Y,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0208,2026q2-seoul-treatment-0208,seoul,treatment,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0209,2026q2-seoul-treatment-0209,seoul,treatment,domestic,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
2026q2-conv-0210,2026q2-seoul-treatment-0210,seoul,treatment,domestic,2026-05-02,N,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0211,2026q2-seoul-control-0211,seoul,control,domestic,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0212,2026q2-seoul-control-0212,seoul,control,domestic,2026-05-02,Y,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0213,2026q2-seoul-control-0213,seoul,control,domestic,2026-05-02,N,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0214,2026q2-seoul-control-0214,seoul,control,tourist,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0215,2026q2-seoul-control-0215,seoul,control,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0216,2026q2-seoul-control-0216,seoul,control,domestic,2026-06-04,N,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0217,2026q2-seoul-control-0217,seoul,control,domestic,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0218,2026q2-seoul-control-0218,seoul,control,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0219,2026q2-seoul-control-0219,seoul,control,tourist,2026-05-01,N,2026-05-08,pilot_conversion_2026q2.csv
2026q2-conv-0220,2026q2-seoul-control-0220,seoul,control,domestic,2026-05-16,N,2026-05-23,pilot_conversion_2026q2.csv
2026q2-conv-0221,2026q2-seoul-control-0221,seoul,control,tourist,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0222,2026q2-seoul-control-0222,seoul,control,domestic,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0223,2026q2-seoul-control-0223,seoul,control,domestic,2026-05-17,Y,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0224,2026q2-seoul-control-0224,seoul,control,domestic,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0225,2026q2-seoul-control-0225,seoul,control,domestic,2026-06-03,Y,2026-06-10,pilot_conversion_2026q2.csv
2026q2-conv-0226,2026q2-seoul-control-0226,seoul,control,domestic,2026-05-30,Y,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0227,2026q2-seoul-control-0227,seoul,control,domestic,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0228,2026q2-seoul-control-0228,seoul,control,tourist,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0229,2026q2-seoul-control-0229,seoul,control,domestic,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0230,2026q2-seoul-control-0230,seoul,control,domestic,2026-05-26,Y,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0231,2026q2-seoul-control-0231,seoul,control,domestic,2026-05-25,N,2026-06-01,pilot_conversion_2026q2.csv
2026q2-conv-0232,2026q2-seoul-control-0232,seoul,control,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0233,2026q2-seoul-control-0233,seoul,control,tourist,2026-05-27,N,2026-06-03,pilot_conversion_2026q2.csv
2026q2-conv-0234,2026q2-seoul-control-0234,seoul,control,domestic,2026-05-12,N,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0235,2026q2-seoul-control-0235,seoul,control,tourist,2026-05-15,Y,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0236,2026q2-seoul-control-0236,seoul,control,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0237,2026q2-seoul-control-0237,seoul,control,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0238,2026q2-seoul-control-0238,seoul,control,domestic,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0239,2026q2-seoul-control-0239,seoul,control,domestic,2026-05-31,Y,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0240,2026q2-seoul-control-0240,seoul,control,domestic,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0241,2026q2-seoul-control-0241,seoul,control,domestic,2026-05-21,N,2026-05-28,pilot_conversion_2026q2.csv
2026q2-conv-0242,2026q2-seoul-control-0242,seoul,control,domestic,2026-06-10,Y,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0243,2026q2-seoul-control-0243,seoul,control,domestic,2026-06-03,N,2026-06-10,pilot_conversion_2026q2.csv
2026q2-conv-0244,2026q2-seoul-control-0244,seoul,control,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0245,2026q2-seoul-control-0245,seoul,control,domestic,2026-06-03,N,2026-06-10,pilot_conversion_2026q2.csv
2026q2-conv-0246,2026q2-seoul-control-0246,seoul,control,domestic,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0247,2026q2-seoul-control-0247,seoul,control,domestic,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0248,2026q2-seoul-control-0248,seoul,control,tourist,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0249,2026q2-seoul-control-0249,seoul,control,tourist,2026-05-12,N,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0250,2026q2-seoul-control-0250,seoul,control,domestic,2026-06-15,Y,2026-06-22,pilot_conversion_2026q2.csv
2026q2-conv-0251,2026q2-seoul-control-0251,seoul,control,domestic,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0252,2026q2-seoul-control-0252,seoul,control,domestic,2026-06-02,N,2026-06-09,pilot_conversion_2026q2.csv
2026q2-conv-0253,2026q2-seoul-control-0253,seoul,control,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0254,2026q2-seoul-control-0254,seoul,control,domestic,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0255,2026q2-seoul-control-0255,seoul,control,domestic,2026-06-09,N,2026-06-16,pilot_conversion_2026q2.csv
2026q2-conv-0256,2026q2-seoul-control-0256,seoul,control,domestic,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0257,2026q2-seoul-control-0257,seoul,control,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0258,2026q2-seoul-control-0258,seoul,control,domestic,2026-06-11,N,2026-06-18,pilot_conversion_2026q2.csv
2026q2-conv-0259,2026q2-seoul-control-0259,seoul,control,domestic,2026-05-26,N,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0260,2026q2-seoul-control-0260,seoul,control,tourist,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0261,2026q2-seoul-control-0261,seoul,control,domestic,2026-05-16,N,2026-05-23,pilot_conversion_2026q2.csv
2026q2-conv-0262,2026q2-seoul-control-0262,seoul,control,domestic,2026-05-12,N,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0263,2026q2-seoul-control-0263,seoul,control,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0264,2026q2-seoul-control-0264,seoul,control,domestic,2026-06-09,N,2026-06-16,pilot_conversion_2026q2.csv
2026q2-conv-0265,2026q2-seoul-control-0265,seoul,control,domestic,2026-05-07,N,2026-05-14,pilot_conversion_2026q2.csv
2026q2-conv-0266,2026q2-seoul-control-0266,seoul,control,domestic,2026-05-21,N,2026-05-28,pilot_conversion_2026q2.csv
2026q2-conv-0267,2026q2-seoul-control-0267,seoul,control,tourist,2026-05-16,N,2026-05-23,pilot_conversion_2026q2.csv
2026q2-conv-0268,2026q2-seoul-control-0268,seoul,control,domestic,2026-05-19,N,2026-05-26,pilot_conversion_2026q2.csv
2026q2-conv-0269,2026q2-seoul-control-0269,seoul,control,domestic,2026-05-02,Y,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0270,2026q2-seoul-control-0270,seoul,control,tourist,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0271,2026q2-seoul-control-0271,seoul,control,tourist,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0272,2026q2-seoul-control-0272,seoul,control,tourist,2026-06-03,N,2026-06-10,pilot_conversion_2026q2.csv
2026q2-conv-0273,2026q2-seoul-control-0273,seoul,control,domestic,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0274,2026q2-seoul-control-0274,seoul,control,domestic,2026-05-02,N,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0275,2026q2-seoul-control-0275,seoul,control,tourist,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0276,2026q2-seoul-control-0276,seoul,control,domestic,2026-05-19,N,2026-05-26,pilot_conversion_2026q2.csv
2026q2-conv-0277,2026q2-seoul-control-0277,seoul,control,domestic,2026-06-09,N,2026-06-16,pilot_conversion_2026q2.csv
2026q2-conv-0278,2026q2-seoul-control-0278,seoul,control,domestic,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0279,2026q2-seoul-control-0279,seoul,control,domestic,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0280,2026q2-seoul-control-0280,seoul,control,domestic,2026-05-20,N,2026-05-27,pilot_conversion_2026q2.csv
2026q2-conv-0281,2026q2-busan-treatment-0281,busan,treatment,domestic,2026-06-07,Y,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0282,2026q2-busan-treatment-0282,busan,treatment,domestic,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0283,2026q2-busan-treatment-0283,busan,treatment,domestic,2026-06-04,N,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0284,2026q2-busan-treatment-0284,busan,treatment,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0285,2026q2-busan-treatment-0285,busan,treatment,domestic,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0286,2026q2-busan-treatment-0286,busan,treatment,domestic,2026-06-03,N,2026-06-10,pilot_conversion_2026q2.csv
2026q2-conv-0287,2026q2-busan-treatment-0287,busan,treatment,domestic,2026-06-13,N,2026-06-20,pilot_conversion_2026q2.csv
2026q2-conv-0288,2026q2-busan-treatment-0288,busan,treatment,domestic,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0289,2026q2-busan-treatment-0289,busan,treatment,tourist,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0290,2026q2-busan-treatment-0290,busan,treatment,tourist,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0291,2026q2-busan-treatment-0291,busan,treatment,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0292,2026q2-busan-treatment-0292,busan,treatment,domestic,2026-05-23,N,2026-05-30,pilot_conversion_2026q2.csv
2026q2-conv-0293,2026q2-busan-treatment-0293,busan,treatment,domestic,2026-05-25,N,2026-06-01,pilot_conversion_2026q2.csv
2026q2-conv-0294,2026q2-busan-treatment-0294,busan,treatment,domestic,2026-05-13,Y,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0295,2026q2-busan-treatment-0295,busan,treatment,tourist,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0296,2026q2-busan-treatment-0296,busan,treatment,domestic,2026-06-11,Y,2026-06-18,pilot_conversion_2026q2.csv
2026q2-conv-0297,2026q2-busan-treatment-0297,busan,treatment,tourist,2026-05-21,N,2026-05-28,pilot_conversion_2026q2.csv
2026q2-conv-0298,2026q2-busan-treatment-0298,busan,treatment,domestic,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0299,2026q2-busan-treatment-0299,busan,treatment,tourist,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0300,2026q2-busan-treatment-0300,busan,treatment,domestic,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0301,2026q2-busan-treatment-0301,busan,treatment,tourist,2026-05-19,N,2026-05-26,pilot_conversion_2026q2.csv
2026q2-conv-0302,2026q2-busan-treatment-0302,busan,treatment,domestic,2026-05-07,N,2026-05-14,pilot_conversion_2026q2.csv
2026q2-conv-0303,2026q2-busan-treatment-0303,busan,treatment,domestic,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0304,2026q2-busan-treatment-0304,busan,treatment,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0305,2026q2-busan-treatment-0305,busan,treatment,domestic,2026-05-03,N,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0306,2026q2-busan-treatment-0306,busan,treatment,tourist,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0307,2026q2-busan-treatment-0307,busan,treatment,domestic,2026-05-12,Y,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0308,2026q2-busan-treatment-0308,busan,treatment,tourist,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0309,2026q2-busan-treatment-0309,busan,treatment,tourist,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0310,2026q2-busan-treatment-0310,busan,treatment,tourist,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0311,2026q2-busan-treatment-0311,busan,treatment,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0312,2026q2-busan-treatment-0312,busan,treatment,tourist,2026-05-31,N,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0313,2026q2-busan-treatment-0313,busan,treatment,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0314,2026q2-busan-treatment-0314,busan,treatment,domestic,2026-05-25,N,2026-06-01,pilot_conversion_2026q2.csv
2026q2-conv-0315,2026q2-busan-treatment-0315,busan,treatment,domestic,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0316,2026q2-busan-treatment-0316,busan,treatment,domestic,2026-05-02,Y,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0317,2026q2-busan-treatment-0317,busan,treatment,domestic,2026-05-04,Y,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0318,2026q2-busan-treatment-0318,busan,treatment,domestic,2026-05-23,N,2026-05-30,pilot_conversion_2026q2.csv
2026q2-conv-0319,2026q2-busan-treatment-0319,busan,treatment,tourist,2026-05-03,Y,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0320,2026q2-busan-treatment-0320,busan,treatment,domestic,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0321,2026q2-busan-treatment-0321,busan,treatment,domestic,2026-05-28,N,2026-06-04,pilot_conversion_2026q2.csv
2026q2-conv-0322,2026q2-busan-treatment-0322,busan,treatment,domestic,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0323,2026q2-busan-treatment-0323,busan,treatment,domestic,2026-05-05,Y,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0324,2026q2-busan-treatment-0324,busan,treatment,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0325,2026q2-busan-treatment-0325,busan,treatment,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0326,2026q2-busan-treatment-0326,busan,treatment,domestic,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0327,2026q2-busan-treatment-0327,busan,treatment,domestic,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0328,2026q2-busan-treatment-0328,busan,treatment,domestic,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
2026q2-conv-0329,2026q2-busan-treatment-0329,busan,treatment,tourist,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0330,2026q2-busan-treatment-0330,busan,treatment,domestic,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0331,2026q2-busan-treatment-0331,busan,treatment,domestic,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0332,2026q2-busan-treatment-0332,busan,treatment,tourist,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0333,2026q2-busan-treatment-0333,busan,treatment,domestic,2026-06-12,Y,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0334,2026q2-busan-treatment-0334,busan,treatment,domestic,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0335,2026q2-busan-treatment-0335,busan,treatment,domestic,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0336,2026q2-busan-treatment-0336,busan,treatment,tourist,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0337,2026q2-busan-treatment-0337,busan,treatment,domestic,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0338,2026q2-busan-treatment-0338,busan,treatment,domestic,2026-05-12,N,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0339,2026q2-busan-treatment-0339,busan,treatment,domestic,2026-05-28,N,2026-06-04,pilot_conversion_2026q2.csv
2026q2-conv-0340,2026q2-busan-treatment-0340,busan,treatment,domestic,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0341,2026q2-busan-treatment-0341,busan,treatment,tourist,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0342,2026q2-busan-treatment-0342,busan,treatment,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0343,2026q2-busan-treatment-0343,busan,treatment,domestic,2026-06-09,Y,2026-06-16,pilot_conversion_2026q2.csv
2026q2-conv-0344,2026q2-busan-treatment-0344,busan,treatment,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0345,2026q2-busan-treatment-0345,busan,treatment,domestic,2026-06-05,N,2026-06-12,pilot_conversion_2026q2.csv
2026q2-conv-0346,2026q2-busan-treatment-0346,busan,treatment,tourist,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0347,2026q2-busan-treatment-0347,busan,treatment,domestic,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
2026q2-conv-0348,2026q2-busan-treatment-0348,busan,treatment,tourist,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0349,2026q2-busan-treatment-0349,busan,treatment,domestic,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0350,2026q2-busan-treatment-0350,busan,treatment,tourist,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
2026q2-conv-0351,2026q2-busan-control-0351,busan,control,tourist,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
2026q2-conv-0352,2026q2-busan-control-0352,busan,control,domestic,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0353,2026q2-busan-control-0353,busan,control,tourist,2026-06-04,N,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0354,2026q2-busan-control-0354,busan,control,domestic,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0355,2026q2-busan-control-0355,busan,control,domestic,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0356,2026q2-busan-control-0356,busan,control,domestic,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0357,2026q2-busan-control-0357,busan,control,domestic,2026-06-03,Y,2026-06-10,pilot_conversion_2026q2.csv
2026q2-conv-0358,2026q2-busan-control-0358,busan,control,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0359,2026q2-busan-control-0359,busan,control,domestic,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0360,2026q2-busan-control-0360,busan,control,domestic,2026-05-28,N,2026-06-04,pilot_conversion_2026q2.csv
2026q2-conv-0361,2026q2-busan-control-0361,busan,control,domestic,2026-05-30,N,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0362,2026q2-busan-control-0362,busan,control,domestic,2026-05-30,N,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0363,2026q2-busan-control-0363,busan,control,tourist,2026-05-27,N,2026-06-03,pilot_conversion_2026q2.csv
2026q2-conv-0364,2026q2-busan-control-0364,busan,control,tourist,2026-05-21,N,2026-05-28,pilot_conversion_2026q2.csv
2026q2-conv-0365,2026q2-busan-control-0365,busan,control,tourist,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0366,2026q2-busan-control-0366,busan,control,tourist,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0367,2026q2-busan-control-0367,busan,control,domestic,2026-05-26,Y,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0368,2026q2-busan-control-0368,busan,control,tourist,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0369,2026q2-busan-control-0369,busan,control,domestic,2026-06-05,N,2026-06-12,pilot_conversion_2026q2.csv
2026q2-conv-0370,2026q2-busan-control-0370,busan,control,tourist,2026-05-31,Y,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0371,2026q2-busan-control-0371,busan,control,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0372,2026q2-busan-control-0372,busan,control,domestic,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0373,2026q2-busan-control-0373,busan,control,tourist,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0374,2026q2-busan-control-0374,busan,control,tourist,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0375,2026q2-busan-control-0375,busan,control,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0376,2026q2-busan-control-0376,busan,control,domestic,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0377,2026q2-busan-control-0377,busan,control,domestic,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0378,2026q2-busan-control-0378,busan,control,domestic,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0379,2026q2-busan-control-0379,busan,control,domestic,2026-05-01,N,2026-05-08,pilot_conversion_2026q2.csv
2026q2-conv-0380,2026q2-busan-control-0380,busan,control,domestic,2026-05-06,N,2026-05-13,pilot_conversion_2026q2.csv
2026q2-conv-0381,2026q2-busan-control-0381,busan,control,tourist,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0382,2026q2-busan-control-0382,busan,control,tourist,2026-05-30,Y,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0383,2026q2-busan-control-0383,busan,control,domestic,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0384,2026q2-busan-control-0384,busan,control,tourist,2026-05-26,N,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0385,2026q2-busan-control-0385,busan,control,domestic,2026-06-05,N,2026-06-12,pilot_conversion_2026q2.csv
2026q2-conv-0386,2026q2-busan-control-0386,busan,control,tourist,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0387,2026q2-busan-control-0387,busan,control,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0388,2026q2-busan-control-0388,busan,control,domestic,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0389,2026q2-busan-control-0389,busan,control,tourist,2026-05-31,N,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0390,2026q2-busan-control-0390,busan,control,domestic,2026-05-03,N,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0391,2026q2-busan-control-0391,busan,control,domestic,2026-06-04,N,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0392,2026q2-busan-control-0392,busan,control,tourist,2026-05-01,N,2026-05-08,pilot_conversion_2026q2.csv
2026q2-conv-0393,2026q2-busan-control-0393,busan,control,domestic,2026-06-04,Y,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0394,2026q2-busan-control-0394,busan,control,domestic,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0395,2026q2-busan-control-0395,busan,control,domestic,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0396,2026q2-busan-control-0396,busan,control,domestic,2026-05-06,N,2026-05-13,pilot_conversion_2026q2.csv
2026q2-conv-0397,2026q2-busan-control-0397,busan,control,domestic,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0398,2026q2-busan-control-0398,busan,control,tourist,2026-05-02,N,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0399,2026q2-busan-control-0399,busan,control,domestic,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0400,2026q2-busan-control-0400,busan,control,tourist,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0401,2026q2-busan-control-0401,busan,control,domestic,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0402,2026q2-busan-control-0402,busan,control,tourist,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0403,2026q2-busan-control-0403,busan,control,domestic,2026-06-01,Y,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0404,2026q2-busan-control-0404,busan,control,domestic,2026-05-31,N,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0405,2026q2-busan-control-0405,busan,control,domestic,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
